유닛ID,등급,유닛이름,실제이름,능력ID,base,능력이름,발동확률,피해배수,추가피해,쿨다운,사거리,반경
h01B,특별함,킬러 초신성 - 특별함,,A0DJ,ACbh,!살육,10.0,2.0,2500.0,,,
h01B,특별함,킬러 초신성 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01B,특별함,킬러 초신성 - 특별함,,A02S,AHwe,[조합],,,,0.0,,0.0
h01C,특별함,카포네 갱 벳지 초신성 - 특별함,,A0JP,Aroa,카포네 분열,,,,,,0.0
h01C,특별함,카포네 갱 벳지 초신성 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01C,특별함,카포네 갱 벳지 초신성 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01C,특별함,카포네 갱 벳지 초신성 - 특별함,,A039,AHwe,[조합],,,,0.0,,0.0
h01D,특별함,토니토니 쵸파 가드 포인트 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01D,특별함,토니토니 쵸파 가드 포인트 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01D,특별함,토니토니 쵸파 가드 포인트 - 특별함,,A0GO,ACac,#애교,,,,,,850.0
h01D,특별함,토니토니 쵸파 가드 포인트 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01D,특별함,토니토니 쵸파 가드 포인트 - 특별함,,A010,AHwe,[조합],,,,0.0,,0.0
h01D,특별함,토니토니 쵸파 가드 포인트 - 특별함,,A02M,Aroa,[조합],,,,,,0.0
h01E,특별함,토니토니 쵸파 두뇌 강화 - 특별함,,A0PY,AHad,B약점분석,,,,,,800.0
h01E,특별함,토니토니 쵸파 두뇌 강화 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01E,특별함,토니토니 쵸파 두뇌 강화 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01E,특별함,토니토니 쵸파 두뇌 강화 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01E,특별함,토니토니 쵸파 두뇌 강화 - 특별함,,A02L,AHwe,[조합],,,,0.0,,0.0
h01F,특별함,스모커 해군 준장 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01F,특별함,스모커 해군 준장 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01F,특별함,스모커 해군 준장 - 특별함,,A0DD,AOae,A!연기연기열매,,,,,,800.0
h01F,특별함,스모커 해군 준장 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01F,특별함,스모커 해군 준장 - 특별함,,A02W,AHwe,[조합],,,,0.0,,0.0
h01G,특별함,파이러츠 도킹 5 거대 로봇 전사 - 특별함,,A0KM,Asph,스피어 도킹 5,,,,0.0,,
h01G,특별함,파이러츠 도킹 5 거대 로봇 전사 - 특별함,,A0K3,AHtb,C사람으로써의 부끄러움,,,,30.0,750.0,
h01G,특별함,파이러츠 도킹 5 거대 로봇 전사 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01G,특별함,파이러츠 도킹 5 거대 로봇 전사 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01G,특별함,파이러츠 도킹 5 거대 로봇 전사 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01G,특별함,파이러츠 도킹 5 거대 로봇 전사 - 특별함,,A00A,AHwe,[조합],,,,0.0,,0.0
h01H,특별함,트라팔가 로우 초신성 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01H,특별함,트라팔가 로우 초신성 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01H,특별함,트라팔가 로우 초신성 - 특별함,,A0GB,Auhf,!외과수술,,,,50.0,750.0,
h01H,특별함,트라팔가 로우 초신성 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01H,특별함,트라팔가 로우 초신성 - 특별함,,A02Z,AHwe,[조합],,,,0.0,,0.0
h01I,특별함,헤르메포 해군 - 특별함,,A0JT,ACbh,!쿠크리,100.0,,100.0,,,
h01I,특별함,헤르메포 해군 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01I,특별함,헤르메포 해군 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01I,특별함,헤르메포 해군 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01I,특별함,헤르메포 해군 - 특별함,,A0N6,AHwe,[조합],,,,0.0,,0.0
h01J,특별함,포트거스.D.에이스 흰수염 해적단 2번대대장 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01J,특별함,포트거스.D.에이스 흰수염 해적단 2번대대장 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01J,특별함,포트거스.D.에이스 흰수염 해적단 2번대대장 - 특별함,,A06K,ACbh,!이글이글열매,0.0,,0.0,,,
h01J,특별함,포트거스.D.에이스 흰수염 해적단 2번대대장 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01J,특별함,포트거스.D.에이스 흰수염 해적단 2번대대장 - 특별함,,A00R,AHwe,[조합],,,,0.0,,0.0
h01J,특별함,포트거스.D.에이스 흰수염 해적단 2번대대장 - 특별함,,A01F,Aroa,[조합],,,,,,0.0
h01K,특별함,X-드레이크 초신성 - 특별함,,A0MK,ACbh,!창검술-x드레이크1,10.0,2.0,2200.0,,,
h01K,특별함,X-드레이크 초신성 - 특별함,,A0JE,ANbr,!@@!#유닛모으기,,,,1.0,,0.0
h01K,특별함,X-드레이크 초신성 - 특별함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01K,특별함,X-드레이크 초신성 - 특별함,,A0BA,AHpx,!@#판매,,,,0.0,,0.0
h01K,특별함,X-드레이크 초신성 - 특별함,,A0XP,AHwe,[조합],,,,0.0,,0.0
h01L,희귀함,돈키호테 도플라밍고 칠무해 - 희귀함,,A061,ACbh,!하늘귀신,0.0,,0.0,,,
h01L,희귀함,돈키호테 도플라밍고 칠무해 - 희귀함,,A0KJ,Arsg,T변화,,,,5.0,,
h01L,희귀함,돈키호테 도플라밍고 칠무해 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01L,희귀함,돈키호테 도플라밍고 칠무해 - 희귀함,,A0DE,ACbh,!실실열매,0.0,,0.0,,,
h01L,희귀함,돈키호테 도플라밍고 칠무해 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01L,희귀함,돈키호테 도플라밍고 칠무해 - 희귀함,,A009,AHwe,[조합],,,,0.0,,0.0
h01M,희귀함,보아 핸콕 칠무해 - 희귀함,,A0PB,ANpi,!패왕색의패기-희귀함,,,,,,800.0
h01M,희귀함,보아 핸콕 칠무해 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01M,희귀함,보아 핸콕 칠무해 - 희귀함,,A05R,ACbh,!매료매료 열매,,,10000.0,,,
h01M,희귀함,보아 핸콕 칠무해 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01M,희귀함,보아 핸콕 칠무해 - 희귀함,,A0N9,AHwe,[조합],,,,0.0,,0.0
h01N,희귀함,브룩 해골 음악가 - 희귀함,,A0N4,AOae,$콧노래공속-브룩희귀,,,,,,800.0
h01N,희귀함,브룩 해골 음악가 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01N,희귀함,브룩 해골 음악가 - 희귀함,,A04B,ACbh,!잠의 노래 프람,14.0,,4500.0,,,
h01N,희귀함,브룩 해골 음악가 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01N,희귀함,브룩 해골 음악가 - 희귀함,,A03C,AHwe,[조합],,,,0.0,,0.0
h01O,희귀함,비비 MIss.웬즈데이 - 희귀함,,A0WE,Aroc,!공작스트링-비비희귀,,,,0.0,,650.0
h01O,희귀함,비비 MIss.웬즈데이 - 희귀함,,A0KJ,Arsg,T변화,,,,5.0,,
h01O,희귀함,비비 MIss.웬즈데이 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01O,희귀함,비비 MIss.웬즈데이 - 희귀함,,A0FJ,ACbh,!공작슬래셔-희귀,10.0,,20000.0,,,
h01O,희귀함,비비 MIss.웬즈데이 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01O,희귀함,비비 MIss.웬즈데이 - 희귀함,,A00O,AHwe,[조합],,,,0.0,,0.0
h01P,희귀함,사카즈키 해군대장 아카이누 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01P,희귀함,사카즈키 해군대장 아카이누 - 희귀함,,A06T,ACbh,!용암용암열매,0.0,,0.0,,,
h01P,희귀함,사카즈키 해군대장 아카이누 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01P,희귀함,사카즈키 해군대장 아카이누 - 희귀함,,A00M,AHwe,[조합],,,,0.0,,0.0
h01Q,희귀함,거프 해군 영웅 - 희귀함,,A03H,AHwe,[조합],,,,0.0,,0.0
h01Q,희귀함,거프 해군 영웅 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01Q,희귀함,거프 해군 영웅 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01Q,희귀함,거프 해군 영웅 - 희귀함,,A04U,ACbh,!패기의 주먹,20.0,,20000.0,,,
h01Q,희귀함,거프 해군 영웅 - 희귀함,,A0IF,ACbh,!맨손투포환,0.0,,0.0,,,
h01R,희귀함,보르살리노 해군대장 - 희귀함,,A02Q,AHwe,[조합],,,,0.0,,0.0
h01R,희귀함,보르살리노 해군대장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01R,희귀함,보르살리노 해군대장 - 희귀함,,A0CT,ACbh,!빛빛열매,0.0,,0.0,,,
h01R,희귀함,보르살리노 해군대장 - 희귀함,,A0CO,ANbl,D키자루 빛의 이동,,,,3.0,,
h01R,희귀함,보르살리노 해군대장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01S,희귀함,벤 베크만 붉은머리 해적단 부선장 - 희귀함,,A0E9,ANbl,D도약,,,,5.0,,
h01S,희귀함,벤 베크만 붉은머리 해적단 부선장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01S,희귀함,벤 베크만 붉은머리 해적단 부선장 - 희귀함,,A040,ACbh,!패기의 탄환,35.0,,2500.0,,,
h01S,희귀함,벤 베크만 붉은머리 해적단 부선장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01T,희귀함,반 더 데켄 플라잉더치맨호의 선장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01T,희귀함,반 더 데켄 플라잉더치맨호의 선장 - 희귀함,,A06Q,ACbh,!어인,20.0,,2000.0,,,
h01T,희귀함,반 더 데켄 플라잉더치맨호의 선장 - 희귀함,,A0BQ,Aroc,!표적표적 열매,,,,0.0,,2000.0
h01T,희귀함,반 더 데켄 플라잉더치맨호의 선장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01T,희귀함,반 더 데켄 플라잉더치맨호의 선장 - 희귀함,,A0NE,AHwe,[조합],,,,0.0,,0.0
h01U,희귀함,바질호킨스 스트로맨 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01U,희귀함,바질호킨스 스트로맨 - 희귀함,,A0E0,AHad,B부두부두 열매,,,,,,800.0
h01U,희귀함,바질호킨스 스트로맨 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01V,희귀함,바제스 검은수염해적단 선원 - 희귀함,,A0NG,AHwe,[조합],,,,0.0,,0.0
h01V,희귀함,바제스 검은수염해적단 선원 - 희귀함,,A0K1,ACbh,!괴력,0.0,,0.0,,,
h01V,희귀함,바제스 검은수염해적단 선원 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01V,희귀함,바제스 검은수염해적단 선원 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01W,희귀함,바르토로메오 밀짚모자 해적단 광신도 - 희귀함,,A0JW,ACbh,!배리어 피스트,17.0,,6000.0,,,
h01W,희귀함,바르토로메오 밀짚모자 해적단 광신도 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01W,희귀함,바르토로메오 밀짚모자 해적단 광신도 - 희귀함,,A0D2,ACbh,!배리어배리어 열매,0.0,,0.0,,,
h01W,희귀함,바르토로메오 밀짚모자 해적단 광신도 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01W,희귀함,바르토로메오 밀짚모자 해적단 광신도 - 희귀함,,A00J,AHwe,[조합],,,,0.0,,0.0
h01X,희귀함,몽키.D.루피 기어서드 초신성 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01X,희귀함,몽키.D.루피 기어서드 초신성 - 희귀함,,A054,ACbh,!고무고무 열매,20.0,,3000.0,,,
h01X,희귀함,몽키.D.루피 기어서드 초신성 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01X,희귀함,몽키.D.루피 기어서드 초신성 - 희귀함,,A03D,AHwe,[조합],,,,0.0,,0.0
h01Y,희귀함,모몬가 G1 지부의 수장 - 희귀함,,A0JL,ACbh,!육중한 일합-모몬가,0.0,,0.0,,,
h01Y,희귀함,모몬가 G1 지부의 수장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01Y,희귀함,모몬가 G1 지부의 수장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01Z,희귀함,마젤란 독독열매능력자 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h01Z,희귀함,마젤란 독독열매능력자 - 희귀함,,A04T,Aspo,&독독열매,,,,,,
h01Z,희귀함,마젤란 독독열매능력자 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h01Z,희귀함,마젤란 독독열매능력자 - 희귀함,,A00G,AHwe,[조합],,,,0.0,,0.0
h020,희귀함,마인 오즈 대륙파괴인 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h020,희귀함,마인 오즈 대륙파괴인 - 희귀함,,A0DS,ACbh,!거인의 힘- 오즈희귀,20.0,2.0,0.0,,,
h020,희귀함,마인 오즈 대륙파괴인 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h020,희귀함,마인 오즈 대륙파괴인 - 희귀함,,A00T,AHwe,[조합],,,,0.0,,0.0
h020,희귀함,마인 오즈 대륙파괴인 - 희귀함,,A01G,Aroa,[조합],,,,,,0.0
h021,희귀함,마샬.D.티치 흰수염해적단의 배신자 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h021,희귀함,마샬.D.티치 흰수염해적단의 배신자 - 희귀함,,A0HT,ACbh,!크로우즈,0.0,,0.0,,,
h021,희귀함,마샬.D.티치 흰수염해적단의 배신자 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h021,희귀함,마샬.D.티치 흰수염해적단의 배신자 - 희귀함,,A036,AHwe,[조합],,,,0.0,,0.0
h022,희귀함,마르코 흰수염 1번대대장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h022,희귀함,마르코 흰수염 1번대대장 - 희귀함,,A0FQ,Asph,스피어 흰수염 해적단,,,,0.0,,
h022,희귀함,마르코 흰수염 1번대대장 - 희귀함,,A076,ACbh,!불사조불사조열매,0.0,,0.0,,,
h022,희귀함,마르코 흰수염 1번대대장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h022,희귀함,마르코 흰수염 1번대대장 - 희귀함,,A00N,AHwe,[조합],,,,0.0,,0.0
h022,희귀함,마르코 흰수염 1번대대장 - 희귀함,,A02D,Aroa,[조합],,,,,,0.0
h023,희귀함,카쿠 CP9 소소열매 람각 주단 - 희귀함,,A0TX,AIsx,!주단 공속증가,,,,,,
h023,희귀함,카쿠 CP9 소소열매 람각 주단 - 희귀함,,A047,ACbh,!육식,,,5000.0,,,
h023,희귀함,카쿠 CP9 소소열매 람각 주단 - 희귀함,,A0MN,ACbh,!람각 주단,0.0,,0.0,,,
h023,희귀함,카쿠 CP9 소소열매 람각 주단 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h023,희귀함,카쿠 CP9 소소열매 람각 주단 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h023,희귀함,카쿠 CP9 소소열매 람각 주단 - 희귀함,,A02P,AHwe,[조합],,,,0.0,,0.0
h024,희귀함,와이퍼 하늘섬의 전귀 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h024,희귀함,와이퍼 하늘섬의 전귀 - 희귀함,,A0D9,Aroc,!리젝트 다이얼,,,,0.0,,600.0
h024,희귀함,와이퍼 하늘섬의 전귀 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h024,희귀함,와이퍼 하늘섬의 전귀 - 희귀함,,A02X,AHwe,[조합],,,,0.0,,0.0
h025,희귀함,검호 류마 용의 목을 벤 사나이 - 희귀함,,A0UG,AHwe,[조합],,,,0.0,,0.0
h025,희귀함,검호 류마 용의 목을 벤 사나이 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h025,희귀함,검호 류마 용의 목을 벤 사나이 - 희귀함,,A05X,ACbh,!흑도 슈스이,0.0,,0.0,,,
h025,희귀함,검호 류마 용의 목을 벤 사나이 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h026,희귀함,시류 전 임펠다운 간수장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h026,희귀함,시류 전 임펠다운 간수장 - 희귀함,,A049,ACbh,!참륙용인,20.0,,25000.0,,,
h026,희귀함,시류 전 임펠다운 간수장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h026,희귀함,시류 전 임펠다운 간수장 - 희귀함,,A01T,AHwe,[조합],,,,0.0,,0.0
h027,희귀함,슈가 도플패밀리 최고 간부 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h027,희귀함,슈가 도플패밀리 최고 간부 - 희귀함,,A0IY,ACbh,!하비하비열매,0.0,,0.0,,,
h027,희귀함,슈가 도플패밀리 최고 간부 - 희귀함,,A0IW,AIba,!특별간부,,,,,,700.0
h027,희귀함,슈가 도플패밀리 최고 간부 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h027,희귀함,슈가 도플패밀리 최고 간부 - 희귀함,,A0NI,AHwe,[조합],,,,0.0,,0.0
h028,희귀함,센토마루  해군 과학본부장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h028,희귀함,센토마루  해군 과학본부장 - 희귀함,,A06B,ACbh,!대도끼,0.0,,0.0,,,
h028,희귀함,센토마루  해군 과학본부장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h028,희귀함,센토마루  해군 과학본부장 - 희귀함,,A027,AHwe,[조합],,,,0.0,,0.0
h029,희귀함,샹크스 붉은머리 해적단 선장 - 희귀함,,A0PB,ANpi,!패왕색의패기-희귀함,,,,,,800.0
h029,희귀함,샹크스 붉은머리 해적단 선장 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h029,희귀함,샹크스 붉은머리 해적단 선장 - 희귀함,,A03Y,ACbh,!패기의 검술,20.0,2.0,0.0,,,
h029,희귀함,샹크스 붉은머리 해적단 선장 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h029,희귀함,샹크스 붉은머리 해적단 선장 - 희귀함,,A025,AHwe,[조합],,,,0.0,,0.0
h02A,희귀함,엠포리오 이완코브 혁명군 - 희귀함,,A0JV,Asph,스피어 혁명군,,,,0.0,,
h02A,희귀함,엠포리오 이완코브 혁명군 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02A,희귀함,엠포리오 이완코브 혁명군 - 희귀함,,A05V,Ainf,!호르몬호르몬 열매1,,,,50.0,,
h02A,희귀함,엠포리오 이완코브 혁명군 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02A,희귀함,엠포리오 이완코브 혁명군 - 희귀함,,A00Y,AHwe,[조합],,,,0.0,,0.0
h02B,희귀함,쿠잔 해군대장 아오키지 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02B,희귀함,쿠잔 해군대장 아오키지 - 희귀함,,A0D4,AOae,A!빙빙열매,,,,,,825.0
h02B,희귀함,쿠잔 해군대장 아오키지 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02B,희귀함,쿠잔 해군대장 아오키지 - 희귀함,,A0RP,AHwe,[조합],,,,0.0,,0.0
h02C,희귀함,우솝 보잉열도 생존자 - 희귀함,,A0E9,ANbl,D도약,,,,5.0,,
h02C,희귀함,우솝 보잉열도 생존자 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02C,희귀함,우솝 보잉열도 생존자 - 희귀함,,A0EK,ACbh,!임팩트 다이얼,0.0,,0.0,,,
h02C,희귀함,우솝 보잉열도 생존자 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02C,희귀함,우솝 보잉열도 생존자 - 희귀함,,A026,AHwe,[조합],,,,0.0,,0.0
h02D,희귀함,유스타스 키드 캡틴-키드 - 희귀함,,A0XS,AHwe,[조합],,,,0.0,,0.0
h02D,희귀함,유스타스 키드 캡틴-키드 - 희귀함,,A0K5,AOae,A자석자석 열매,,,,,,800.0
h02D,희귀함,유스타스 키드 캡틴-키드 - 희귀함,,A0K6,ACbh,!자석 팔,40.0,,6000.0,,,
h02D,희귀함,유스타스 키드 캡틴-키드 - 희귀함,,A0VM,AIfb,/자석자석열매-1,,,,,,225.0
h02D,희귀함,유스타스 키드 캡틴-키드 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02D,희귀함,유스타스 키드 캡틴-키드 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02E,희귀함,죠즈 흰수염 3번대 대장 다이아몬드 - 희귀함,,A0KV,ACbh,!브릴리언스 펑크,0.0,,0.0,,,
h02E,희귀함,죠즈 흰수염 3번대 대장 다이아몬드 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02E,희귀함,죠즈 흰수염 3번대 대장 다이아몬드 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02E,희귀함,죠즈 흰수염 3번대 대장 다이아몬드 - 희귀함,,A02G,AHwe,[조합],,,,0.0,,0.0
h02F,희귀함,조로 '현상금 사냥꾼' 초신성 - 희귀함,,A0K8,ACbh,!삼도류-조로희귀,0.0,,0.0,,,
h02F,희귀함,조로 '현상금 사냥꾼' 초신성 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02F,희귀함,조로 '현상금 사냥꾼' 초신성 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02F,희귀함,조로 '현상금 사냥꾼' 초신성 - 희귀함,,A0NH,AHwe,[조합],,,,0.0,,0.0
h02G,희귀함,제프 해상 레스토랑 쉐프 - 희귀함,,A0MP,Awar,!의족,,,,,,
h02G,희귀함,제프 해상 레스토랑 쉐프 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02G,희귀함,제프 해상 레스토랑 쉐프 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02G,희귀함,제프 해상 레스토랑 쉐프 - 희귀함,,A02C,AHwe,[조합],,,,0.0,,0.0
h02H,희귀함,크로커 다일 Mr.0 Sir - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02H,희귀함,크로커 다일 Mr.0 Sir - 희귀함,,A0EX,Aroa,!지령,,,,35.0,,900.0
h02H,희귀함,크로커 다일 Mr.0 Sir - 희귀함,,A0CH,AOae,!모래모래 열매,,,,,,800.0
h02H,희귀함,크로커 다일 Mr.0 Sir - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02H,희귀함,크로커 다일 Mr.0 Sir - 희귀함,,A02O,AHwe,[조합],,,,0.0,,0.0
h02I,희귀함,상디 디아블 잠브 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02I,희귀함,상디 디아블 잠브 - 희귀함,,A06D,ACbh,!디아블 잠브,0.0,,15000.0,,,
h02I,희귀함,상디 디아블 잠브 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02I,희귀함,상디 디아블 잠브 - 희귀함,,A01U,AHwe,[조합],,,,0.0,,0.0
h02J,희귀함,킨에몬 와노쿠니의 사무라이 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02J,희귀함,킨에몬 와노쿠니의 사무라이 - 희귀함,,A05J,ACbh,!와노쿠니의 검술,25.0,,10000.0,,,
h02J,희귀함,킨에몬 와노쿠니의 사무라이 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02J,희귀함,킨에몬 와노쿠니의 사무라이 - 희귀함,,A00H,AHwe,[조합],,,,0.0,,0.0
h02K,희귀함,토니토니 쵸파 혼 포인트 - 희귀함,,A17H,AIsx,!!!공속감소-혼포인트,,,,,,
h02K,희귀함,토니토니 쵸파 혼 포인트 - 희귀함,,A0UZ,ACbh,!혼포인트,0.0,,5000.0,,,
h02K,희귀함,토니토니 쵸파 혼 포인트 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02K,희귀함,토니토니 쵸파 혼 포인트 - 희귀함,,A0GN,ACac,#애교,,,,,,850.0
h02K,희귀함,토니토니 쵸파 혼 포인트 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02K,희귀함,토니토니 쵸파 혼 포인트 - 희귀함,,A037,AHwe,[조합],,,,0.0,,0.0
h02K,희귀함,토니토니 쵸파 혼 포인트 - 희귀함,,A005,Aroa,[조합],,,,,,0.0
h02L,희귀함,트라팔가 로우 죽음의 외과의사 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02L,희귀함,트라팔가 로우 죽음의 외과의사 - 희귀함,,A0GC,Auhf,!외과수술,,,,50.0,750.0,
h02L,희귀함,트라팔가 로우 죽음의 외과의사 - 희귀함,,A05D,ACbh,!카운터 쇼크,0.0,,0.0,,,
h02L,희귀함,트라팔가 로우 죽음의 외과의사 - 희귀함,,A0CP,ANbl,D수술열매 워프,,,,5.0,,
h02L,희귀함,트라팔가 로우 죽음의 외과의사 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02L,희귀함,트라팔가 로우 죽음의 외과의사 - 희귀함,,A02H,AHwe,[조합],,,,0.0,,0.0
h02M,희귀함,베이비 5 팔보수군 - 희귀함,,A0KJ,Arsg,T변화,,,,5.0,,
