출처표,유닛ID,유닛이름,스킬트리거,RRD순번,옛계산식,옛basis,옛multiplier,옛bonus,rand_min,rand_max,rand_mean,판정,비고
ORIGINAL_UNLISTED_SKILL_EFFECTS.csv,h03V,[히든조합]코알라혁명군-어인공수도대리사범,koalla_skill_1,1,"(525000.00+(52500.00*I2R(GetPlayerTechCountSimple('R01O',GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV)",연구,52500,525000,1,1.5,1.25,확정,"최종피해 = 계산식 x GetRandomReal(min,max). multiplier/bonus는 계산식 안쪽 값이라 그대로 두고, 바깥에 난수배율을 곱해야 한다"
ORIGINAL_UNLISTED_SKILL_EFFECTS.csv,h03V,[히든조합]코알라혁명군-어인공수도대리사범,koalla_skill_Mana,2,"(500000.00+(40000.00*I2R(GetPlayerTechCountSimple('R01O',GetOwningPlayer(s__TrigVariables__get_unitC(GlobalTV)",연구,40000,500000,1,1.5,1.25,확정,"최종피해 = 계산식 x GetRandomReal(min,max). multiplier/bonus는 계산식 안쪽 값이라 그대로 두고, 바깥에 난수배율을 곱해야 한다"
ORIGINAL_UNLISTED_SKILL_EFFECTS.csv,h03Z,[히든조합]아카이누흰수염을죽인 붉은개,Akainu_02_hidden,2,1000000.00,Flat,,1000000,1,3,2,확정,"최종피해 = 계산식 x GetRandomReal(min,max). multiplier/bonus는 계산식 안쪽 값이라 그대로 두고, 바깥에 난수배율을 곱해야 한다"
ORIGINAL_UNLISTED_SKILL_EFFECTS.csv,h05V,포트거스.D.에이스 스페이드 해적단 선장 - 변,Transpom_AceMana,1,1850000.00,Flat,,1850000,1,1.5,1.25,확정,"최종피해 = 계산식 x GetRandomReal(min,max). multiplier/bonus는 계산식 안쪽 값이라 그대로 두고, 바깥에 난수배율을 곱해야 한다"
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h01S,벤 베크만 붉은머리 해적단 부선장 - 희귀함,Trig_Unique21,,"((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.01)+20000.00)",대상현재체력,,,0.8,0.8,0.8,✅ TargetCurrentHpPercent,2채널 적용분. 고정 배율(난수 아님)
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02H,크로커 다일 Mr.0 Sir - 희귀함,Trig_Unique17,,17500.00,Flat,,,1,1.5,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02M,베이비 5 팔보수군 - 희귀함,Trig_Unique29,,6000.00,Flat,,,1,2,1.5,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02P,나미 도둑 고양이 - 전설적인,Trig_Legend25,,325000.00,Flat,,,1,1.5,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02R,로브 루치 생명귀환 지회무신 - 전설적인,Trig_Legend21sc,,345000.00,Flat,,,1,2,1.5,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02V,스모커 집념의 해군 중장 - 전설적인,Trig_Legend9,,450000.00,Flat,,,1,1.5,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02V,스모커 집념의 해군 중장 - 전설적인,Trig_Legend9,,200000.00,Flat,,,1,1.5,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02V,스모커 집념의 해군 중장 - 전설적인,Trig_Legend9,,450000.00,Flat,,,1,1.5,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02X,몽키.D.루피 '기어 2' Jet 개틀링 - 전설적인,Trig_Legend0,,47500.00,Flat,,,0.5,2,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h034,상디 검은다리 '슈트 코스' - 전설적인,Trig_Legend1sc,,100000.00,Flat,,,0.8,1.5,1.15,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h034,상디 검은다리 '슈트 코스' - 전설적인,Trig_Legend1sc,,280000.00,Flat,,,0.8,1.5,1.15,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h036,센고쿠 전 해군 원수 - 전설적인,Trig_Legend8,,465000.00,Flat,,,1,1.25,1.125,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h03A,실버즈 레일리 로저해적단 부선장 - 전설적인,Trig_Legend7,,1200000.00,Flat,,,0.8,1.5,1.15,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h03I,제파 전 해군 대장 '흑완' - 전설적인,Trig_Legend23,,"(GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*(0.01))",대상현재체력,,,1.85,1.85,1.85,✅ TargetCurrentHpPercent,2채널 적용분. 고정 배율(난수 아님)
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h04H,쥬라클 미호크 칠무해 - 희귀함,Trig_Unique8,,12500.00,Flat,,,1,2,1.5,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h04J,골.D.로져 해적왕 - 불멸의,Trig_roger_Attack,,800000.00,Flat,,,1,1.5,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h04J,골.D.로져 해적왕 - 불멸의,Trig_roger_Attack,,1000000.00,Flat,,,1,1.5,1.25,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h04Q,빅 맘 강철 풍선 - 불멸의,Trig_Bigmam_Attack,,((GetEventDamage()*1.98)+999999.00),실제평타피해,,,0.5,0.5,0.5,❌ 스키마에 없음,2채널 적용분. 고정 배율(난수 아님)
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h05F,크로커다일 사막의 악어 - 제한됨,Trig_croTrans,,800000.00,Flat,,,1,2,1.5,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h06T,뱀파이어 - 랜덤전용,Trig_vampire,,300000.00,Flat,,,1,3,2,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h06U,k' - 랜덤전용,Trig_k1,,600000.00,Flat,,,1,2,1.5,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h070,이사야마 요미 - 랜덤전용,Trig_yomi2,,400000.00,Flat,,,1,2,1.5,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h073,야가미 라이토 - 랜덤전용,Trig_Light1,,350000.00,Flat,,,1,3,2,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h07N,베이비 5 초토화 모드 - 변화된,Trig_Transpom6,,"((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.01)+0.00)",대상현재체력,,,0.7,0.7,0.7,✅ TargetCurrentHpPercent,2채널 적용분. 고정 배율(난수 아님)
ORIGINAL_SKILL_DAMAGE_TABLE.csv,h02I,상디 디아블 잠브 - 희귀함,Trig_Unique1,,5000.00,Flat,,,0.8,1.5,1.15,✅ Flat,2채널 적용분. 난수 배율
ORIGINAL_GATED_SKILLS_14.csv,,5절대쿨 뱌쿠야,Byakuya_E,,4500000.00,,,,1,1.5,1.25,미수록,절대쿨 게이트 안 스킬
ORIGINAL_GATED_SKILLS_14.csv,,5절대쿨 사보,Sabo_Skill_4,,500000.00,,,,1,1.5,1.25,미수록,절대쿨 게이트 안 스킬
ORIGINAL_GATED_SKILLS_14.csv,,5절대쿨 카이도,Kaido_Skill_1_8,,"realD = (직전평타실피해 x 5.9375 + 2,250,000) x (1.01~1.05)",,,,2.58,2.58,2.58,미수록,절대쿨 게이트 안 스킬
ORIGINAL_GATED_SKILLS_14.csv,,5절대쿨 레일리,Kick_1,,1750000.00,,,,1,1.5,1.25,미수록,절대쿨 게이트 안 스킬
ORIGINAL_GATED_SKILLS_14.csv,,5절대쿨 레일리,Kick_1,,787500.00,,,,1,1.5,1.25,미수록,절대쿨 게이트 안 스킬
ORIGINAL_TRAIT_LEVEL2.csv,H08Y,프랑키,Franky_Skill_1,(계열 전체),udg_bool_franky_tr=true → Franky_Skill_1: 500000.00[NORMAL/UNIVERSAL] / 400000.0,,,,,,,,Franky_Skill_1#1:0.8~1.5(평균1.15) ; Franky_Skill_1#2:0.8~1.5(평균1.15) ; Franky_Skill_1#3:0.8~1.5(평균1.15) ; Franky_Skill_1#4:0.8~1.5(평균1.15)
ORIGINAL_TRAIT_LEVEL2.csv,H08V,나미,Nami_Skill_1,(계열 전체),udg_NamiT_Bool=true → Nami_Skill_1: (300000.00+s__TrigVariables__get_realD(Globa,,,,,,,,Nami_Skill_1#1:1~1.5(평균1.25) ; Nami_Skill_1#2:1~1.5(평균1.25)
ORIGINAL_TRAIT_FLAG_CHANNEL.csv,,프랑키 H08Y,Franky_Skill_1,(계열 전체),(else 분기),,,,,,,,Franky_Skill_1#1:0.8~1.5(평균1.15) ; Franky_Skill_1#2:0.8~1.5(평균1.15) ; Franky_Skill_1#3:0.8~1.5(평균1.15) ; Franky_Skill_1#4:0.8~1.5(평균1.15)
ORIGINAL_TRAIT_FLAG_CHANNEL.csv,,나미 H08V,Nami_Skill_1,(계열 전체),(else 분기),,,,,,,,Nami_Skill_1#1:1~1.5(평균1.25) ; Nami_Skill_1#2:1~1.5(평균1.25)
ORIGINAL_UNLISTED_SKILL_EFFECTS.csv,h07M / h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Skill_1_8,2,"((udg_Kaido_Damage*4.75+1800000.00)*1.25)*(1+rand(0.01,0.05))",ReceivedDamage,5.9375,2250000,2.58,2.58,2.58,확정,2026-09-06 신규 확정행(카이도 realD). 고정 2.58배
