등급,유닛ID,유닛이름,스킬트리거,RRD순번,계산식,basis,multiplier,bonus,casterBuffCountFactor,target,range,range_판정,RRD대상인자,hitCount,attackType,damageType,gate,축밖메모,판정,rand_min,rand_max,rand_mean
초월함,H0BL,'신'해군대장-초록소,Rokugu_skill_1,1,700000.00,Flat,,700000,,Enemies,485.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/7,,확정,1,1.5,1.25
초월함,H0BT,염왕,Zoro_enfor_3dragon,1,(535000.00+s__TrigVariables__get_realD(GlobalTV)),[축밖],,,,Enemies,405.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/15,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1,1
초월함,H0BT,염왕,Zoro_enfor_3dragon,2,532500.00,Flat,,532500,,Enemies,425.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/15,,확정,1,1.5,1.25
초월함,H0BT,염왕,Zoro_enfor_flying_draong,1,(672500.00+s__TrigVariables__get_realD(GlobalTV)),[축밖],,,,Enemies,425.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/6,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1.5,1.25
초월함,H0BT,염왕,Zoro_enfor_flying_draong,2,(903750.00+(s__TrigVariables__get_realD(GlobalTV)*10.00)),[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AD,1/6,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1.5,1.25
랜덤전용,h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],Byakuya_R,1,5000000.00,Flat,,5000000,,Enemies,700.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),(게이트 없음),,확정,1,1.5,1.25
랜덤전용,h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],byakuya_Chan,1,"(425000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*(0.0175)))",대상최대체력,0.0175,425000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),(게이트 없음),,확정,1,1,1
랜덤전용,h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],byakuya_Chan,2,500000.00,Flat,,500000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),(게이트 없음),,확정,1,1,1
랜덤전용,h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],byakuya_Q,1,850000.00,Flat,,850000,,Enemies,525.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/10,,확정,1,1.5,1.25
랜덤전용,h09K,옌 - 랜덤전용,En_nomal,1,400000.00,Flat,,400000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/4,,확정,1,1,1
랜덤전용,h09L,이치의 율자 - 랜덤전용,Bronya_Skill_1,1,200000.00,Flat,,200000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/7,,확정,1,2,1.5
랜덤전용,h09L,이치의 율자 - 랜덤전용,Bronya_Skill_1,2,300000.00,Flat,,300000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/7,,확정,1,2,1.5
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_E,1,(625000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(GlobalTV)))),[축밖],,,,Enemies,415.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/5,시전자 현재 마나 비례 (realM=UNIT_STATE_MANA) — 상수×(1+0.005×마나). 우리 축에 없음,축밖,1,1.5,1.25
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_E,2,"(3125000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.02))",대상최대체력,0.02,3125000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/5,,확정,1,1,1
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_R,1,1000000.00,Flat,,1000000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지150.00,,확정,1,1,1
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_R,2,2500000.00,Flat,,2500000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지150.00,,확정,1,1,1
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_R,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.06)",대상최대체력,0.06,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),MANA게이지150.00,,확정,1,1,1
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,1,(250000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(GlobalTV)))),[축밖],,,,Enemies,400.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),1/7,시전자 현재 마나 비례 (realM=UNIT_STATE_MANA) — 상수×(1+0.005×마나). 우리 축에 없음,축밖,1,1.5,1.25
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,2,(225000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(GlobalTV)))),[축밖],,,,Enemies,400.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),1/7,시전자 현재 마나 비례 (realM=UNIT_STATE_MANA) — 상수×(1+0.005×마나). 우리 축에 없음,축밖,1,1.5,1.25
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,3,(250000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(GlobalTV)))),[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Spells,AP(방어무시),1/7,시전자 현재 마나 비례 (realM=UNIT_STATE_MANA) — 상수×(1+0.005×마나). 우리 축에 없음,축밖,1,1.5,1.25
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.06)",대상최대체력,0.06,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/7,,확정,1,1,1
랜덤전용,h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,5,(225000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(GlobalTV)))),[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Spells,AP(방어무시),1/7,시전자 현재 마나 비례 (realM=UNIT_STATE_MANA) — 상수×(1+0.005×마나). 우리 축에 없음,축밖,1,1.5,1.25
랜덤전용,h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_R,1,2500000.00,Flat,,2500000,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),1,Hero,AD,MANA게이지150.00,,확정,1,1.5,1.25
랜덤전용,h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_R,2,"(4250000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())-GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit",[축밖],,,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),1,Hero,AD,MANA게이지150.00,분류 안 됨→⚠,축밖,1,1.5,1.25
랜덤전용,h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_E,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.15)",대상최대체력,0.15,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/24,,확정,1,1,1
랜덤전용,h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_E,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)",대상최대체력,0.01,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/24,,확정,1.5,1.5,1.5
랜덤전용,h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_Mana,1,775000.00,Flat,,775000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지100.00,,확정,1,1,1
랜덤전용,h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_Q2,1,600000.00,Flat,,600000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/6,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,1,1150000.00,Flat,,1150000,,Enemies,425.00,범위확정,GetEnumUnit(),1,Spells,AD,1/4 AND 1/16,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.30)",대상최대체력,0.3,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4 AND 1/16,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03)",대상최대체력,0.03,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4 AND 1/16,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,4,8150000.00,Flat,,8150000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4 AND 1/16,,확정,1,1.5,1.25
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,5,1440000.00,Flat,,1440000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AP(방어무시),1/4 AND 1/16,,확정,1,1.44,1.22
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,1,5000000.00,Flat,,5000000,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),1,Hero,AP(방어무시),MANA게이지115.00,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.45)",대상최대체력,0.45,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,MANA게이지115.00,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03)",대상최대체력,0.03,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,MANA게이지115.00,,확정,1.5,1.5,1.5
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,4,1440000.00,Flat,,1440000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AP(방어무시),MANA게이지115.00,,확정,1,1.44,1.22
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,1,1440000.00,Flat,,1440000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AP(방어무시),1/4,,확정,1,1.44,1.22
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,2,4000000.00,Flat,,4000000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1,1.5,1.25
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.15)",대상최대체력,0.15,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)",대상최대체력,0.01,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1.5,1.5,1.5
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,1,1440000.00,Flat,,1440000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AP(방어무시),1/4,,확정,1,1.44,1.22
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,2,4000000.00,Flat,,4000000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1,1.5,1.25
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.15)",대상최대체력,0.15,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)",대상최대체력,0.01,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1.5,1.5,1.5
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_triple,1,1440000.00,Flat,,1440000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AP(방어무시),1/4,,확정,1,1.44,1.22
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_triple,2,3200000.00,Flat,,3200000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1,1.5,1.25
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_triple,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.12)",대상최대체력,0.12,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,1,1,1
랜덤전용,h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_triple,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)",대상최대체력,0.01,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/4,,확정,0.12,0.12,0.12
랜덤전용,h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_D2,1,2000000.00,Flat,,2000000,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지145.00,,확정,1,1,1
랜덤전용,h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_D2,2,3000000.00,Flat,,3000000,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지145.00,,확정,1,1,1
랜덤전용,h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_R2,1,300000.00,Flat,,300000,,Enemies,395.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/20,,확정,1,1,1
랜덤전용,h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_W,1,3200000.00,Flat,,3200000,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),1,Spells,AP(방어무시),1/10,,확정,1,1,1
랜덤전용,h0AC,마운틴.D.히그마 - 랜덤전용[제한됨],Higma_Q,1,100000.00,Flat,,100000,,Enemies,375.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),LIFE게이지85.00 AND 1/20,,확정,1,1,1
랜덤전용,h0AC,마운틴.D.히그마 - 랜덤전용[제한됨],Higma_Q,2,100000.00,Flat,,100000,,Enemies,375.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),LIFE게이지85.00 AND 1/20,,확정,1,1,1
랜덤전용,h0AC,마운틴.D.히그마 - 랜덤전용[제한됨],Higma_W,1,175000.00,Flat,,175000,,Enemies,400.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),LIFE게이지85.00 AND 버프B05N==true,,확정,1,1,1
랜덤전용,h0BC,타츠마키 - 랜덤전용[제한됨],Tatsumaki_T_Explosion_by_AZ_Attack,1,4000000.00,Flat,,4000000,,Enemies,600.00,범위확정,GetEnumUnit(),1,Chaos,AD,MANA게이지85.00,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,1,1500000.00,Flat,,1500000,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),2,Hero,AD,LIFE게이지50.00 AND 버프B06B==true,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,2,1500000.00,Flat,,1500000,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),2,Spells,AP(방어무시),LIFE게이지50.00 AND 버프B06B==true,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,3,"(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.40)",대상현재체력,0.4,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),LIFE게이지50.00 AND 버프B06B==true,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,4,1000000.00,Flat,,1000000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),LIFE게이지50.00 AND 버프B06B==true,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_mana,1,300000.00,Flat,,300000,,Enemies,525.00,범위확정,GetEnumUnit(),1,Chaos,AD,LIFE게이지50.00 AND MANA게이지85.00,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_mana,2,100000.00,Flat,,100000,,Enemies,525.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),LIFE게이지50.00 AND MANA게이지85.00,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,1,350000.00,Flat,,350000,,Enemies,375.00,범위확정,GetEnumUnit(),2,Chaos,AD,LIFE게이지50.00 AND 1/6,,확정,1,1.5,1.25
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,2,"(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.30)",대상현재체력,0.3,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),LIFE게이지50.00 AND 1/6,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,3,"(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)",대상현재체력,0.01,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),LIFE게이지50.00 AND 1/6,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,4,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Spells,AP(방어무시),LIFE게이지50.00 AND 1/6,,확정,1,1,1
랜덤전용,h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_2,1,125000.00,Flat,,125000,,Enemies,425.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),LIFE게이지50.00 AND 1/16,,확정,1,1,1
불멸의,h049,실버즈 레일리 명왕 - 불멸의,LaillySkill1,1,GetEventDamage(),ReceivedDamage,1,0,,Enemies,400.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
불멸의,h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 - ,Ed_Skill_1,1,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*0.03))*(1+((0.025)*I2R(GetPlayerTechCountSim",대상최대체력×계수,0.03,1750000,,Enemies,625.00,범위확정,GetEnumUnit(),1,Hero,AD,LIFE게이지115.00 AND 1/22,계수 1+0.025×레벨/연구,확정,1,1,1
불멸의,h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 - ,Ed_Skill_1,2,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03))*(1.50+((0.025",대상최대체력×계수,0.03,1750000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,LIFE게이지115.00 AND 1/22,계수 1.50+0.025×레벨/연구,확정,1,1,1
불멸의,h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 - ,Ed_Skill_1_Item,1,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*0.03))*(1+((0.025)*I2R(GetPlayerTechCountSim",대상최대체력×계수,0.03,1750000,,Enemies,625.00,범위확정,GetEnumUnit(),1,Hero,AD,LIFE게이지115.00 AND 1/22,계수 1+0.025×레벨/연구,확정,1.15,1.15,1.15
불멸의,h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 - ,Ed_Skill_1_Item,2,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03))*(1.50+((0.025",대상최대체력×계수,0.03,1750000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,LIFE게이지115.00 AND 1/22,계수 1.50+0.025×레벨/연구,확정,1,1,1
불멸의,h04B,금사자 시키 천신 - 불멸의,Shiki_Lion,1,3250000.00,Flat,,3250000,,Enemies,700.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지125.00,,확정,1,1.5,1.25
불멸의,h04B,금사자 시키 천신 - 불멸의,Shiki_SKill_item,1,250000.00,Flat,,250000,,Enemies,450.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/10 AND 1/33 AND 1/16 AND 1/2,,확정,1,1,1
불멸의,h04B,금사자 시키 천신 - 불멸의,Shiki_champa2,1,400000.00,Flat,,400000,,Enemies,450.00,범위확정,GetEnumUnit(),1,Magic,AP(방어무시),1/10 AND 1/16,,확정,1,1,1
불멸의,h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,Garp_AttackDamage,1,(GetEventDamage()*(1.10+s__TrigVariables__get_realD(GlobalTV))),ReceivedDamage,1.10,0,0.25,Enemies,360.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),"realD = 0.25 × realG, realG = UnitCountBuffsExBJ(시전자) → 버프개수 계수 0.25",확정,1,1,1
불멸의,h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,Garp_AttackDamage,2,(2500.00*s__TrigVariables__get_realG(GlobalTV)),Flat,0,2500,1,Enemies,360.00,범위확정,GetEnumUnit(),1,Chaos,AP(방어무시),(게이트 없음),"원작은 2,500×버프개수(순수 비례)인데 우리 꼴은 2,500×(1+1×n)이라 상수 2,500이 더 붙는다 — 수십만 규모에서 무시 가능한 근사",확정,1,1,1
불멸의,h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,Garp_AttackDamage,3,(GetEventDamage()*(1+s__TrigVariables__get_realD(GlobalTV))),ReceivedDamage,1,0,0.25,Enemies,360.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),realD = 0.25 × 버프개수,확정,1,1,1
불멸의,h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,Garp_AttackDamage,4,((615000.00+(GetEventDamage()*(1.05+s__TrigVariables__get_realD(GlobalTV))))*(1+(0.80*s__TrigVariables__get_re,[축밖],,,,Enemies,500.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),"(615,000 + EVDMG×(1.05+0.25×버프개수)) × (1 + 0.80×0.25×버프개수) — 버프개수가 두 겹으로 곱해져 단일 필드로 안 담김",축밖,1,1,1
불멸의,h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,Garp_AttackDamage,5,(250000.00*(1+(0.12*s__TrigVariables__get_realD(GlobalTV)))),Flat,0,250000,0.12,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AP(방어무시),(게이트 없음),"(250,000)×(1+0.12×버프개수) — 우리 casterBuffCountFactor가 정확히 이 꼴이다",확정,1,1,1
불멸의,h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,Garp_AttackDamage,6,"((0.05*GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV)))*(1+(0.12*s__TrigVariables__get",TargetCurrentHpPercent,0.05,0,0.12,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,(게이트 없음),대상 현재체력×0.05×(1+0.12×버프개수) — 완전 대응,확정,1,1,1
불멸의,h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,Garp_AttackDamage,7,"(((0.005)*GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV)))*(1+(0.12*s__TrigVariables__",TargetCurrentHpPercent,0.005,0,0.12,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,(게이트 없음),대상 현재체력×0.005×(1+0.12×버프개수) — 완전 대응,확정,1,1,1
불멸의,h04E,"센고쿠 해군원수 ""부처님"" - 불멸의",Sengoku_Skill_Item,1,300000.00,Flat,,300000,,Enemies,450.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),LIFE게이지75.00 AND 1/12,,확정,1,1,1
불멸의,h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_1,1,8750000.00,Flat,,8750000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,1/24,,확정,1,1.5,1.25
불멸의,h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_1,2,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.20)*1.00)",대상최대체력,0.2,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Pierce,AD,1/24,0.20×1.00,확정,1,1,1
불멸의,h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_mana,1,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Gaban[3])*0.50)*1.00)",대상최대체력,0.5,0,,SingleTarget,0,단일확정,udg_Hero_Gaban[3],1,Chaos,AP(방어무시),MANA게이지45.00,0.50×1.00,확정,1,1,1
